ID,Age,Gender,Grade_Level,Strength_Score,Endurance_Score,Flexibility_Score,Speed_Agility_Score,BMI,Health_Fitness_Knowledge_Score,Skills_Score,Class_Participation_Level,Attendance_Rate,Motivation_Level,Overall_PE_Performance_Score,Improvement_Rate,Final_Grade,Previous_Semester_PE_Grade,Hours_Physical_Activity_Per_Week,Performance
26,15,Male,12th,51.064302276918966,79.27702887607127,49.656979065516765,39.84905808172131,16.531448774159017,57.48171193248281,51.13197766136668,High,97.80520591953814,Medium,70.3402958634668,3.869214059429197,A,A,6.133888359520515,Average Performer
27,15,Male,12th,47.450227825791444,66.61127382212622,35.01046651557634,41.89142488789662,25.392696850666674,71.10076293440555,80.97070378862489,High,90.8294668723943,High,76.13770855789909,5.486269310276978,A,D,8.552858609421502,Average Performer
28,15,Other,12th,65.0399298858269,56.76690944062832,42.42837618157674,37.42422141085384,17.069906740925965,76.58053489920133,78.85633091877196,High,93.02636652244679,Low,73.75455857627253,4.059593322429377,A,A,6.3770211405512045,Low Performer
29,17,Female,12th,23.490301916069882,57.137052099983435,62.6093003975683,47.659801408930186,24.209199750718092,74.0337632998511,67.86780194589181,High,81.4288087777274,High,71.6757010580099,6.224664428005024,F,B,2.326280107484145,Average Performer
30,17,Other,12th,60.91506851922462,60.240986705363696,58.20100352302069,54.663583744463345,24.502523734584003,70.84033072052641,75.08030976882534,Medium,92.98470388937051,Medium,81.62259597505667,3.042823220022691,B,B,4.520066201518192,Average Performer
31,14,Male,12th,62.46085192497629,59.10714307744118,46.416018512454585,59.87334516589102,19.2129127262817,65.54253939303219,85.44186222397536,High,75.7030376569481,Medium,64.60408779262869,2.236816563072838,C,B,6.604396062648826,Low Performer
32,14,Female,9th,29.266097675918505,53.37429708763251,44.49763382277969,49.24048976357477,24.328106268338907,81.08246191684968,83.08473070042676,High,84.38303364432534,Medium,78.94910556026825,1.403570521181785,B,B,9.604751727448996,Average Performer
33,17,Other,11th,46.573124059196516,51.250413247422514,44.12362776434267,46.80152476745156,23.041769053334225,61.82868080053415,52.85471031889407,High,90.66883371355829,High,53.679851149735825,0.5528516641256065,B,A,8.873042878009866,Low Performer
34,15,Female,12th,46.28559134004209,49.24888246520573,36.163847232522464,51.51757992248741,19.844632575229046,82.76027913843475,82.30237280133227,High,78.652414138533,High,60.95052167061934,3.9638619610498864,A,B,3.826844913430781,Low Performer
35,15,Other,11th,35.924883052821784,40.952424933599886,74.23063534204162,41.64857098369977,17.965781263695167,64.97782981073276,69.02967092451222,Low,95.57508936117337,Low,51.929586050681834,4.398039375213556,B,C,3.760878640153308,Low Performer
36,14,Female,11th,42.22183312409125,46.63189907759871,45.1651929618299,70.89538721694774,15.0,67.47564762646965,71.09311147023273,High,80.87578247029796,High,67.25154699330207,3.7371259450336334,B,C,3.609383736911206,Average Performer
37,17,Male,9th,38.894241545341714,29.684518229655374,68.25737781238244,33.923389728819416,23.398600189198774,60.33214809384323,71.09795486502541,Low,91.30702782046116,Low,69.53738782733657,7.486811594374323,B,A,9.379991170420025,Low Performer
38,14,Male,12th,67.52270443423623,48.819924478463,72.81974077883677,51.847405788957246,15.740788914551779,69.98597853114363,67.7463551680261,High,85.12992856438325,Medium,71.1410149222652,7.45606041921627,A,C,8.821329224813766,Average Performer
39,14,Female,10th,59.35678393147461,38.13690671418899,64.9746634722194,70.2360621922964,22.38137679776523,84.75312458477978,87.87561245660598,High,89.90108988694118,Medium,70.61883352887135,4.330394025110996,D,B,8.19906745802359,Average Performer
40,16,Other,9th,62.71555094994159,36.75692819341075,43.52569530922928,50.067998445599976,20.946207135671003,80.15628088443957,68.74423060226182,Medium,77.6862638157227,Medium,60.72446669188272,1.412157773616074,A,C,5.141880913793821,Low Performer
41,16,Male,10th,57.21672064043235,52.158729813841745,56.05595135504914,48.099609649985055,24.71657110175278,84.78422112028035,53.20680807425247,High,75.42281999804018,High,68.09759155586784,3.8665897838898946,F,B,6.035045634390134,Low Performer
42,16,Male,11th,38.70948228782771,66.70402743613519,49.63706590413626,46.42554577189573,20.791818002040543,80.22142545933936,64.09705216045407,Medium,97.73911068450752,Medium,55.02553331394252,3.800357212165877,A,B,5.714653958361223,Low Performer
43,15,Male,11th,44.75479733720226,61.019799272027754,36.44447208904808,48.19608318237592,20.682208854611634,63.96330171469631,72.68042075215713,Low,81.74075021917957,Low,83.6322897513225,3.685730075443884,B,D,4.027184860474981,Low Performer
44,17,Female,9th,54.89374561227918,31.153992756521877,54.865389225824046,63.728484746765304,24.927482817153184,71.69210775672443,88.43822176445576,High,95.49192506951148,High,66.96373927101999,3.6045621922035105,B,C,6.040224369190136,Average Performer
45,17,Female,9th,37.778721911080545,38.12446236115595,32.31440313260296,27.88138088670493,23.34023211633647,67.19800870882537,79.0464202742325,High,99.98375751180501,Low,65.11113880956309,3.6930742085503856,B,B,2.2439723828220357,Low Performer
46,17,Other,10th,57.12998430172388,61.289254255858594,67.81519082692346,65.33433701296326,23.264623828731114,88.3057490403904,57.24197081879434,Medium,80.28578144997277,High,85.88940328444083,4.226916768204481,B,A,3.0544829879796733,Average Performer
47,17,Other,12th,47.59674601841865,38.210151277540284,43.03074054052411,35.76042847549855,23.877070359234104,63.03211353573688,100.0,High,81.6292685295839,High,57.57753466450771,3.728917802368887,B,B,9.092716769351572,Low Performer
48,16,Other,10th,46.251791924504026,47.3044022000357,53.01739483809259,47.333476707655855,15.857711507171576,83.93697689389111,73.97162966466969,High,91.57149469086664,High,58.74412885968031,5.416645017251184,B,B,8.013438136251386,Low Performer
49,15,Female,9th,57.10959968203491,56.60062518829462,54.24931807319213,45.707555797013384,25.027154719947927,83.9295387010877,89.13086106998523,High,99.13621586501553,Low,59.037796751314346,5.720737431809722,C,A,5.3829472724726966,Low Performer
50,15,Female,10th,54.4426331148604,38.379866541636375,46.11642539443884,55.8855326977072,24.44987517605441,93.29620201716088,67.72428349634157,High,97.8953587047686,High,69.32128618300518,3.1787098256350204,B,A,6.137202898271018,Average Performer
51,16,Other,9th,46.3903383418092,51.26450607375152,58.80040702212912,34.01875648116253,17.93326748569401,70.90313407370503,78.00038867058174,Medium,87.57188800163962,Low,74.31631629637597,7.542130652014067,C,C,4.959991087679819,Low Performer
52,15,Other,10th,61.59329803364248,33.991694060981544,42.876445150662136,54.62172666081943,21.023678105303194,82.12322159580162,82.59202756777607,High,94.87775706316812,Low,77.39675468117834,3.039875396318772,A,A,7.92623893728538,Low Performer
53,16,Female,9th,39.189366724001026,42.78358827258543,63.06945946185866,70.24309623286852,21.842770849489476,97.81651836538842,88.27292067631384,High,78.39364632749752,High,95.7199531749497,1.7643987723693257,B,B,8.273497433856637,Low Performer
54,17,Other,9th,56.15935606944264,53.837383209710445,29.810304796298773,36.368259954071895,21.46201286239307,68.82358323066303,85.86052458067337,Medium,99.4359546051003,High,47.50567545799236,5.761556142730104,B,A,8.106281521625274,Low Performer
55,16,Male,9th,55.93101257968384,30.884075197619968,51.89569369319618,51.89706167610396,23.33543986627414,59.6495975246764,83.08295500109466,High,99.10883085089966,Medium,76.08735589124417,3.3651837311713204,B,B,7.780893798675597,Average Performer
56,17,Female,12th,46.904535606860094,55.28569685552479,79.08393498587427,43.38017822203391,27.725467127324734,56.19989966092236,65.27369903208837,High,79.09322394697928,High,64.42869427427769,5.642582941514776,B,A,3.6360347095423666,Low Performer
57,17,Other,10th,53.26133022242118,49.764346412879824,34.995030130916376,54.25887206193036,26.327066910691315,82.12712028861331,61.42380937065908,Medium,82.48557812007766,Medium,64.13584851111227,0.19266279779893924,B,A,4.70375983392383,Average Performer
58,14,Female,10th,37.488864236146966,56.62987945300577,39.83382544212723,50.19147777415752,16.751123226274373,56.168497919414165,74.98911265486296,High,77.50387493766917,High,63.80227871746122,7.784911882966135,A,C,5.758763479869399,Low Performer
59,16,Male,10th,59.24027019206901,52.68696960877594,57.708617744883725,43.5851309095569,24.488279961224194,71.27680947062078,83.99692108511604,Medium,81.79293997245449,High,60.91230329192027,6.344586816080804,A,C,4.646343931421245,Average Performer
60,14,Female,9th,48.15097863557011,66.36968515968613,52.69372672909397,54.87872284871074,27.31573327814164,79.37313187038961,66.65918948835089,Medium,95.39889473538017,Medium,86.84524834603451,1.9990469016739967,A,A,8.039521601266632,Average Performer
61,16,Female,10th,44.772769794809605,51.50269403177489,55.25945148910339,68.04348109786743,23.54723408275681,76.85175536829914,85.9775794857158,High,84.45789017913148,High,78.42297327013902,2.0424457523074286,B,B,4.634828193999637,Average Performer
62,16,Female,10th,60.49009225836889,44.84713350649697,57.337806952214954,48.09096208272701,26.363921700743866,79.25444864184172,91.78925118229269,High,77.20992417866896,High,70.23195978557375,8.344531808195056,B,B,3.1058566942826973,Low Performer
63,14,Female,9th,42.95656309457241,51.46757003638741,59.52082202842655,57.19757942148182,30.04908178280306,77.22289855800854,56.2551862138987,High,83.55563811947262,High,83.51015752487001,3.525240193004083,F,C,5.192323616386433,Average Performer
64,14,Male,11th,35.91538703636441,56.51957634843666,66.64549762934334,37.06727042128836,26.094838184427925,87.78865813313394,57.4461894430558,High,99.534583356032,High,54.874710347011245,3.3316303025347525,C,C,9.839315462259043,Low Performer
65,16,Female,9th,34.433708264760966,50.58632084390845,56.147279853927685,40.43563623181991,22.997234382566916,65.47683619261203,67.89437411641995,Medium,90.74208988148007,Medium,56.69294868669074,0.46789581170143446,A,B,3.807051303468607,Low Performer
66,15,Female,10th,56.06009951345639,50.48710029444659,46.38113518072186,54.72406277880377,26.180353896339014,68.23004861541469,74.61419002283795,Medium,85.40402366015394,Low,48.22032267805312,4.298443588796892,C,B,6.897269271545833,Low Performer
67,17,Other,9th,37.19570647503717,41.57609974631893,60.08860551804097,64.84116028535965,22.579551332387563,67.27340554729176,62.131494793494234,High,79.16346283743175,High,63.00585459876712,4.544560770328494,C,C,5.46378439871765,Low Performer
68,14,Female,11th,67.54794181984364,42.04518898938862,78.49822902342824,53.5561334878566,22.095612173139823,83.3019181186261,90.28304018300716,Medium,99.65441993209237,Medium,71.61698526704753,6.4309861935389705,B,A,2.568196541194613,Average Performer
69,17,Other,9th,29.18070592116278,33.16873673840368,48.010493804261394,46.86941969476845,20.59434305714507,84.00398588395063,76.36100292277676,Low,95.52122523157821,Medium,71.02858577932334,2.201843143631049,B,B,5.903012847984476,Average Performer
70,15,Male,10th,66.96456368290038,70.99492091824328,35.38206042994038,49.99291405423354,28.25365343532843,79.51225319318507,70.5917057236111,Low,82.03693256127299,High,71.49341911059881,1.9594264155187808,F,D,7.6173146291865,Average Performer
71,15,Male,11th,52.11017467202618,35.07364117530458,66.60621003930459,37.495922660302824,18.726285336231996,86.83493666889927,48.46135714197209,High,76.75171739302974,High,55.88943168933918,5.901925269552954,B,C,6.10575980662255,Low Performer
72,15,Male,12th,49.032868881296075,41.68513762644911,48.19428254069603,56.045153263553665,28.129470898712462,63.21959132623619,50.262762753587396,High,76.41563893443895,Low,78.03154742614022,7.01346014245413,D,B,8.976848509972648,Low Performer
73,14,Male,10th,44.550809131910505,41.37911281316963,17.409956809789456,58.82333062323409,23.999456494961485,91.67224111551137,74.2151387542271,High,78.00945373763835,Medium,72.39627518238999,1.8576952977642338,A,B,4.311496133260661,Low Performer
74,15,Other,11th,53.991361143520706,60.7390925233333,62.711325157256326,45.4790966716692,16.402775300792236,90.23238621712258,38.01106560767745,Low,89.51921459036055,Medium,77.33054281465999,7.163028172599482,A,B,2.6899933704317194,Average Performer
75,14,Female,11th,49.62365297575152,46.46060386049567,41.97007721069116,45.299578522404985,23.470597171965686,82.35621997245747,85.18956114466107,High,98.2190855301373,Medium,51.07237822409948,5.075083682973643,B,B,9.492524893264049,Low Performer
76,15,Male,12th,61.03301882016521,64.97290487208481,48.64200076543759,52.658782296520485,15.0,92.8179890877106,67.6276923344152,High,87.4185857001496,High,73.1149085879779,7.183610678149291,B,B,5.025570796225752,Average Performer
77,17,Female,9th,51.142276486620396,41.91811250907358,54.979704958535216,45.63280263959405,24.502032067324144,58.43376792322226,100.0,High,96.07363706140492,Medium,58.12234760082473,4.859559276964767,C,B,6.611244411629067,Low Performer
78,17,Other,9th,51.50301761461878,53.347929946685625,52.857495196685996,49.338673853741774,25.540925931955965,69.75551863737348,100.0,High,86.14716549649519,Medium,66.02676747448638,0.0,F,C,8.336025009041567,Average Performer
79,16,Other,10th,46.36387787786144,39.97583536088291,60.64177725708559,70.99721789166516,19.630576177391784,67.64696539318048,67.27826396128725,High,92.71458864419563,Medium,75.34364898636383,4.696065235367922,B,C,4.594509311004645,Average Performer
80,17,Other,12th,49.43054376278933,75.74178953328067,43.46770444145235,47.52974299254004,22.49419078382233,82.21479323757343,68.40494496203027,Low,93.29681843216252,High,70.91093606255913,7.12028763734254,A,A,7.729316305420889,Average Performer
81,16,Male,9th,53.07801768892059,35.748818971645846,57.69658697264124,46.41659847978778,29.816629735001143,64.49859260397855,84.93372271003045,High,79.34909264758346,High,61.48460020220681,3.2125079618325714,C,B,3.0833507985426243,Low Performer
82,17,Female,12th,32.89831607343375,53.71784852272433,46.106799836241244,43.52458194364841,19.977013182952252,82.57495149337485,95.54758914877057,High,84.03040147439529,High,70.06273156184419,4.2240700621850955,B,B,4.330349977644042,Average Performer
83,14,Female,9th,36.518145778942866,57.605322571185184,61.08215721331254,57.441919714999365,17.7643696517736,88.70536143996713,45.42956413845975,High,90.93255391345059,Low,54.68464684756357,4.647732992898043,A,B,3.1576850890921593,Low Performer
84,17,Female,11th,57.43264094022715,54.96558916941798,59.2305122601958,48.18775826781897,27.926653609850394,81.95202900084,43.204368019679706,High,76.76741520460915,High,81.50267395898297,0.0,B,A,8.489844467210862,Low Performer
85,16,Other,9th,51.708654381279416,47.7765480934675,35.96841946933107,43.506269616785744,29.85034876212318,77.83751023661502,60.66947791668428,High,84.03850469407391,High,67.94715980503749,8.342695150874953,C,B,3.781193881814283,Average Performer
86,16,Male,12th,48.16016663647321,48.44215160319889,66.28973174262549,63.21304032273012,22.01478268739139,65.1212665909925,78.74106374760797,High,88.36998665702981,High,81.18549944255327,3.1972486402056512,C,C,7.739228443241682,Average Performer
87,15,Other,11th,50.184339330653934,50.52573766374932,41.96054832328928,64.19603004513637,26.045852141633425,66.53149033874635,77.45310385761395,High,99.90561232611597,High,64.73468312903957,6.011470864945598,B,B,9.54638717796522,Average Performer
88,14,Other,11th,53.47581705361671,48.235975980458136,62.12086697421718,43.99576434261295,27.365903662123525,87.49618905296667,86.04657182475775,High,86.86333906556102,Medium,64.76424011593417,4.826597727703582,B,D,6.222177672551016,Average Performer
89,17,Female,11th,44.60240319690639,61.566549401538914,55.50930970102011,31.33460048639384,19.030063069846463,82.79349003905332,52.00453707452038,High,95.40141892785809,Medium,62.35813213362154,7.51523811271872,F,F,6.3202335380855015,Average Performer
90,15,Other,12th,42.216952745976876,76.52627601909622,77.57275515192684,60.07513689836922,20.058776658528526,74.60980480622456,35.25784205546685,High,85.80168212666544,Medium,78.76173931693076,5.812112244856162,B,A,5.688268544782496,Average Performer
91,17,Female,10th,51.958452550976816,43.310098579906,46.64801026442222,43.15370174239996,26.92349805261894,70.8209045423411,82.87021292953219,Low,94.90976806549273,High,62.905688426715244,4.530151456958051,B,A,4.607121147149142,Average Performer
92,17,Male,10th,40.21627222384968,33.562364245051064,44.760248058227035,57.90625599162769,28.740057114834038,54.74192126888623,57.57705590552148,Low,89.8853700405027,Medium,76.44595432415177,3.21296981496144,A,F,5.805240247399337,Average Performer
93,15,Female,10th,54.082527557144715,48.94061541978494,49.708705911684014,30.298961822881644,24.25152344069742,64.29147581315561,39.72268203417043,High,97.16488603755997,High,66.1754760233071,6.595701402764278,C,F,6.822460258134075,Average Performer
94,15,Male,12th,32.9741639576216,80.95651205185183,45.452303257485866,58.92597338299309,18.480742585991784,94.11419087139723,72.17595618939072,High,85.27356380875275,High,50.240367001083804,1.2531173920907666,A,A,9.887932577365275,Low Performer
95,15,Female,11th,60.29155637325644,40.35590518436323,61.99912852913075,37.88828070719219,29.948244446797766,62.195444289975335,81.89763532328016,Low,90.10761049553697,High,64.29685932213533,6.291780840551785,A,A,9.502116474545794,Average Performer
96,15,Other,10th,54.72597482413043,69.6694016653288,25.755340873451182,57.307641190665244,19.876116408752143,76.8947982122108,68.16914301818085,High,90.75046701547069,High,58.208917856371514,2.8019104968902546,B,A,8.897223666344974,Low Performer
97,15,Other,12th,52.56029734313876,70.13240976891728,34.194763712804686,50.142730678364344,20.659448875314194,85.07443973195198,63.13227420726266,Medium,85.43457354501183,High,70.33902723682337,7.50456732391328,A,F,9.113044285638868,Average Performer
98,17,Male,10th,59.82690983945514,43.35694109950406,33.9829561763121,40.460605806033556,23.369351337958484,62.450773319977074,67.6095665178114,Low,78.60780109218703,Medium,58.09592264325509,5.322599085325391,B,A,5.742793466336344,Low Performer
99,15,Male,9th,66.65474444462576,56.8277969502233,64.25461387960364,45.929636870732196,28.2166416828591,76.84710474781083,64.44125856398826,High,77.33898517280839,Medium,79.25975100714616,6.288247535700218,A,B,7.2595546174197185,Low Performer
100,14,Male,10th,60.1437006501813,69.54075947754245,75.65920058872888,56.86318456956701,25.415903906208897,84.37915537510655,49.779293320897494,High,75.41678876499083,Low,69.08924139646973,5.163977627649439,B,C,9.160533783489713,Low Performer
101,16,Female,10th,31.591257686683548,45.45046710815016,48.433261721937924,51.05894453115234,23.659462001447643,75.12499321907251,59.279789845143526,Low,96.83835660613036,High,68.2240400524126,1.4952458097180066,A,A,5.1436061199308245,Average Performer
102,15,Female,11th,37.204230332642986,47.55703567877166,47.46767415214984,55.844129804724844,23.853154120472425,100.0,77.81919857520722,High,80.91187280596736,High,76.55892137787583,3.278541673209323,A,B,9.69409982676375,Average Performer
103,15,Male,12th,43.75181422304321,43.01982903261627,51.050782446697724,69.76440584515485,22.174058674573864,58.31400741121804,74.82517812064751,High,80.2876687320442,High,79.63906934075862,6.344778675222765,A,A,5.326288496553464,Average Performer
104,17,Other,11th,50.26091050210834,37.822919231685596,67.42817453912286,34.357583882889486,24.232558058074027,85.5872852988388,72.5208970895023,High,93.40088501065163,Low,69.79901248230348,5.333311634719688,D,C,6.808661323145725,Low Performer
105,15,Female,11th,55.17659020469123,42.20866945920791,36.089702987141386,66.17212574968624,15.0,73.27198262603535,55.07277277219931,High,83.00040282718479,Medium,62.28799700450709,7.361979810611344,C,A,7.6784377061789755,Average Performer
106,15,Female,11th,42.742561868465344,35.31271679885292,53.57553474102178,51.04355937523213,20.813570163720808,82.71920154836675,67.277452567965,Medium,87.65111731029592,Medium,52.260303838878706,5.806549126074343,A,B,9.604736104607507,Low Performer
107,15,Female,11th,51.86766764477078,50.40900161911071,64.62796444673644,41.01215951676872,22.965287739667126,79.41307151699246,37.34402430335718,Medium,79.06277663243641,High,63.1395024296482,3.0665962185946807,C,B,3.9569301924181284,Low Performer
108,17,Male,11th,42.44617067646678,40.7603212272963,57.51641254909768,36.696863742610105,17.395943665521973,67.66843802890003,72.67714995828085,Low,98.99364303654923,Medium,63.827877533520386,3.407871724558732,B,A,7.969047825909138,Average Performer
109,15,Male,10th,43.884821970080516,52.80543094148897,52.843724248981154,48.10879609222967,23.54529327124624,77.28996392459341,91.4328656172035,High,96.28953500043093,High,71.07057452992296,5.205834781046474,F,A,6.1665246891526575,Average Performer
110,16,Male,11th,35.93338903151778,31.32925224555647,65.01569138850712,59.2165011192446,21.182115116055513,56.42098548601713,47.88801801936842,High,96.59474057412508,Medium,66.54853118861973,0.37191186799978926,B,B,4.1484571249651285,Average Performer
111,17,Male,11th,40.76766753889096,53.97056278657348,9.451515605011444,48.724508796224654,29.021902793261958,81.03247500571393,61.21108490023367,High,85.16934371430013,Low,76.87932972051428,8.34688377124597,B,A,8.212854718371124,Low Performer
112,16,Male,12th,36.48315394383666,60.002347539307095,60.16812979296361,65.11154930247348,28.292078900859426,77.98158465990525,74.93660168065195,High,94.05903034267932,Low,63.87016728729311,5.883493472755115,A,C,6.4177782413907725,Low Performer
113,17,Other,9th,40.241267470226674,26.075172289142536,40.188864753088644,35.48824309948441,20.13677772352735,81.38660168643102,88.79263951641225,High,78.5969038847445,Medium,69.42958833147058,7.454069194097745,B,C,7.287790565197406,Low Performer
114,15,Other,10th,60.536417966078396,54.48867883817086,22.540506547153146,49.87911052153945,21.396649153733218,85.5811832508715,63.276630755497756,Low,75.2154750647945,High,81.8398744319689,1.838792118381662,F,B,4.583208548623208,Low Performer
115,16,Male,10th,40.50601111168057,64.7320279096795,57.66803899287471,37.47606555586881,21.70420973756643,78.67619840209711,59.616245061011554,Medium,75.4993233144507,Low,73.41825213954967,7.489130320710512,B,B,5.85019161462084,Low Performer
116,17,Female,10th,76.32382064837391,35.48430777570553,70.60487817744436,53.63631882624968,20.193362095361508,76.48089419798276,40.46615286375875,High,89.66504343511401,Medium,69.39962458311436,9.462997822055497,A,B,6.9388340079045365,Average Performer
117,14,Male,11th,54.93317900880889,70.07086864205243,47.93827228058462,58.868873900973,22.780099936112506,66.18931663338708,71.5515719396216,Medium,86.38487263119852,High,63.98055558064823,2.358243289245365,A,C,5.239286514158752,Average Performer
118,15,Other,11th,51.84836123694874,55.02822811239254,64.29311820804408,45.792382063189464,18.96687172444964,67.87779236350949,100.0,High,87.950383722713,High,63.66768603285023,6.542803589807534,C,B,3.5869803187816105,Average Performer
119,17,Other,11th,41.41642219818787,41.539857730899094,74.18417386982968,23.95786143372866,17.477538660249895,86.86734620177332,74.16037692947013,High,75.18657851043048,High,61.493867470480524,5.002219889374587,B,A,9.693123938522433,Low Performer
120,14,Female,12th,57.003098794089915,49.33077106810753,69.72371680376071,51.98948146796494,24.490844895601075,89.36335405705978,69.6658153122443,Medium,85.56716549143565,High,64.58993134217101,1.9111323035035115,B,A,6.091740320340939,Average Performer
